,season,team_1,team_2,home,seed_diff,score_diff,score_1,score_2,won,pred
1092,1993,7297,7209,0,1,6,74,68,1,0.13831182
1093,1993,6289,7297,0,7,45,112,67,1,0.16314085
1094,1993,7209,7297,0,-1,-6,68,74,0,0.16769052
1095,1993,4272,7399,0,15,44,96,52,1,0.1636343
1096,1993,2348,7548,0,11,35,105,70,1,0.1531812
1097,1993,296,7836,0,13,-3,61,64,0,0.16990137
1098,1993,8754,7836,0,8,11,68,57,1,0.14033918
1099,1993,8822,7967,0,-13,-22,59,81,0,0.13067542
1100,1993,10232,7967,0,-5,4,72,68,1,0.1200306
1101,1993,1055,8067,0,3,9,80,71,1,0.18071157
1102,1993,3022,8247,0,1,10,90,80,1,0.16348048
1103,1993,3242,8247,0,9,-15,78,93,0,0.120768175
1104,1993,418,8413,0,1,6,80,74,1,0.12366252
1105,1993,8992,8413,0,-7,-18,67,85,0,0.13552527
1106,1993,5220,8754,0,6,5,77,72,1,0.2053667
1107,1993,5390,8754,0,-3,-14,61,75,0,0.1272847
1108,1993,7836,8754,0,-8,-11,57,68,0,0.12835546
1109,1993,9960,8754,0,4,-8,59,67,0,0.13468197
1110,1993,7967,8822,0,13,22,81,59,1,0.18777888
1111,1993,8413,8992,0,7,18,85,67,1,0.13250454
1112,1993,2886,9141,0,8,31,94,63,1,0.18203628
1113,1993,4191,9141,0,5,-2,53,55,0,0.14200404
1114,1993,3962,9410,0,1,-11,70,81,0,0.16790986
1115,1993,5220,9410,0,8,2,86,84,1,0.19344789
1116,1993,3928,9478,0,9,13,82,69,1,0.13284817
1117,1993,4272,9773,0,7,21,83,62,1,0.14372787
1118,1993,7008,9773,0,-1,-21,65,86,0,0.15991749
1119,1993,738,9960,0,-11,-20,72,92,0,0.14417705
1120,1993,3753,9960,0,-3,-17,68,85,0,0.13717853
1121,1993,8754,9960,0,-4,8,67,59,1,0.13774881
1122,1993,1456,10062,0,4,17,71,54,1,0.17755803
1123,1993,4813,10062,0,-5,-12,66,78,0,0.13401964
1124,1993,4983,10062,0,3,-15,56,71,0,0.17849103
1125,1993,2886,10232,0,4,3,81,78,1,0.17648196
1126,1993,5085,10232,0,-3,-3,52,55,0,0.15157858
1127,1993,7967,10232,0,5,-4,68,72,0,0.19213739
1128,1993,1388,10340,0,-7,-23,58,81,0,0.132889
1129,1993,3928,10340,0,1,-6,78,84,0,0.14260525
1130,1993,4272,10340,0,4,34,103,69,1,0.15303543
1131,1993,3826,10726,0,15,43,97,54,1,0.13842623
1132,1993,3826,10794,0,8,3,73,70,1,0.14871761
1133,1993,6156,10794,0,1,-18,55,73,0,0.14142895
1134,1994,7176,82,0,1,-6,70,76,0,0.16332588
1135,1994,7210,82,0,8,10,83,73,1,0.18099397
1136,1994,419,297,0,1,9,91,82,1,0.14254178
1137,1994,4605,297,0,-1,-12,70,82,0,0.16406953
1138,1994,4673,297,0,-13,-26,55,81,0,0.13922465
1139,1994,5391,297,0,1,-20,72,92,0,0.13626587
1140,1994,10063,297,0,-5,-13,58,71,0,0.096789025
1141,1994,297,419,0,-1,-9,82,91,0,0.17828903
1142,1994,2349,419,0,-1,-4,72,76,0,0.1652784
1143,1994,3141,419,0,-8,-12,73,85,0,0.14481124
1144,1994,5221,419,0,-2,-8,68,76,0,0.1714786
1145,1994,5893,419,0,-15,-15,79,94,0,0.13531967
1146,1994,9176,419,0,-11,-19,84,103,0,0.12952112
1147,1994,4605,739,0,11,9,67,58,1,0.19479972
1148,1994,2788,773,0,6,8,74,66,1,0.13536932
1149,1994,3827,773,0,4,-9,68,77,0,0.13620746
1150,1994,6290,773,0,8,-3,72,75,0,0.19359508
1151,1994,10409,773,0,1,-3,64,67,0,0.1618051
1152,1994,10511,1148,0,-7,4,61,57,1,0.14438543
1153,1994,4158,1389,0,9,29,102,73,1,0.17223814
1154,1994,10673,1457,0,-1,8,80,72,1,0.143648
1155,1994,10341,1618,0,7,10,68,58,1,0.14284398
1156,1994,2788,1788,0,-1,9,69,60,1,0.13398618
1157,1994,3023,1788,0,-8,-12,63,75,0,0.15583779
1158,1994,7400,1788,0,-13,-18,46,64,0,0.15876926
1159,1994,8755,2315,0,9,22,61,39,1,0.12856537
1160,1994,419,2349,0,1,4,76,72,1,0.14786896
1161,1994,2788,2349,0,-1,-5,65,70,0,0.12119579
1162,1994,4882,2349,0,-4,-10,49,59,0,0.14414446
1163,1994,5255,2349,0,-5,-11,74,85,0,0.11208367
1164,1994,7210,2349,0,1,-9,60,69,0,0.17741495
1165,1994,9244,2349,0,-13,-12,70,82,0,0.12257113
1166,1994,773,2788,0,-6,-8,66,74,0,0.14158358
1167,1994,1788,2788,0,1,-9,60,69,0,0.14496163
1168,1994,2349,2788,0,1,5,70,65,1,0.1761997
1169,1994,4124,2788,0,-11,-2,62,64,0,0.12560606
1170,1994,6907,2788,0,-8,-12,58,70,0,0.16464694
1171,1994,1788,3023,0,8,12,75,63,1,0.13601452
1172,1994,9278,3023,0,3,-5,46,51,0,0.18448688
1173,1994,419,3141,0,8,12,85,73,1,0.15624923
1174,1994,3754,3141,0,1,-7,77,84,0,0.10693854
1175,1994,8671,3447,0,9,14,92,78,1,0.12189844
1176,1994,3141,3754,0,-1,7,84,77,1,0.16500142
1177,1994,773,3827,0,-4,9,77,68,1,0.1412404
1178,1994,6604,3827,0,-7,-12,72,84,0,0.19093983
1179,1994,8755,3827,0,1,-9,58,67,0,0.1476887
1180,1994,2788,4124,0,11,2,64,62,1,0.1419113
1181,1994,1389,4158,0,-9,-29,73,102,0,0.1375118
1182,1994,7210,4158,0,3,5,83,78,1,0.17607743
1183,1994,10341,4158,0,-1,-11,58,69,0,0.13390277
1184,1994,4882,4273,0,-3,12,75,63,1,0.14333764
1185,1994,8823,4273,0,-11,-13,70,83,0,0.095792696
1186,1994,6290,4439,0,15,20,71,51,1,0.18744065
1187,1994,297,4605,0,1,12,82,70,1,0.16947451
1188,1994,739,4605,0,-11,-9,58,67,0,0.094421886
1189,1994,5289,4605,0,-3,-5,55,60,0,0.13106641
1190,1994,297,4673,0,13,26,81,55,1,0.17964722
1191,1994,2349,4882,0,4,10,59,49,1,0.16680339
1192,1994,4273,4882,0,3,-12,63,75,0,0.16877389
1193,1994,9445,4882,0,-5,-22,59,81,0,0.13988477
1194,1994,4984,4950,0,8,-8,87,95,0,0.14558776
1195,1994,5221,4950,0,7,7,78,71,1,0.19006698
1196,1994,8482,4950,0,3,-8,66,74,0,0.13968763
1197,1994,4950,4984,0,-8,8,95,87,1,0.11814373
1198,1994,8959,4984,0,-13,-18,60,78,0,0.13570765
1199,1994,419,5221,0,2,8,76,68,1,0.1453303
1200,1994,4950,5221,0,-7,-7,71,78,0,0.09993176
1201,1994,6975,5221,0,-11,-4,74,78,0,0.10191679
1202,1994,8891,5221,0,-3,-5,79,84,0,0.14954866
1203,1994,2349,5255,0,5,11,85,74,1,0.17993064
1204,1994,7968,5255,0,-3,-11,73,84,0,0.12490907
1205,1994,4605,5289,0,3,5,60,55,1,0.17979568
1206,1994,7549,5289,0,-5,-14,60,74,0,0.13029142
1207,1994,297,5391,0,-1,20,92,72,1,0.18085869
1208,1994,5859,5391,0,-15,-23,53,76,0,0.10760145
1209,1994,8671,5391,0,-3,-10,88,98,0,0.12546715
1210,1994,10673,5391,0,-8,-13,96,109,0,0.15133673
1211,1994,5391,5859,0,15,23,76,53,1,0.16626096
1212,1994,419,5893,0,15,15,94,79,1,0.16013552
1213,1994,6907,5987,0,-5,10,90,80,1,0.15578198
1214,1994,10063,6089,0,3,3,57,54,1,0.11161369
1215,1994,6707,6123,0,9,10,65,55,1,0.16841644
1216,1994,773,6290,0,-8,3,75,72,1,0.11774312
1217,1994,4439,6290,0,-15,-20,51,71,0,0.13277414
1218,1994,3827,6604,0,7,12,84,72,1,0.11585809
1219,1994,6123,6707,0,-9,-10,55,65,0,0.13800058
1220,1994,9176,6707,0,-8,2,82,80,1,0.12490761
1221,1994,2788,6907,0,8,12,70,58,1,0.12592605
1222,1994,5987,6907,0,5,-10,80,90,0,0.14757702
1223,1994,5221,6975,0,11,4,78,74,1,0.18925421
1224,1994,82,7176,0,-1,6,76,70,1,0.15167397
1225,1994,82,7210,0,-8,-10,73,83,0,0.14443979
1226,1994,2349,7210,0,-1,9,69,60,1,0.15318084
1227,1994,4158,7210,0,-3,-5,78,83,0,0.15644749
1228,1994,9377,7210,0,-15,-31,67,98,0,0.15045428
1229,1994,1788,7400,0,13,18,64,46,1,0.13481422
1230,1994,5289,7549,0,5,14,74,60,1,0.15133587
1231,1994,5255,7968,0,3,11,84,73,1,0.13461219
1232,1994,4950,8482,0,-3,8,74,66,1,0.12055953
1233,1994,3447,8671,0,-9,-14,78,92,0,0.16766174
1234,1994,5391,8671,0,3,10,98,88,1,0.15894586
1235,1994,10511,8671,0,-8,-5,59,64,0,0.16048776
1236,1994,2315,8755,0,-9,-22,39,61,0,0.18027228
1237,1994,3827,8755,0,-1,9,67,58,1,0.13356721
1238,1994,4273,8823,0,11,13,83,70,1,0.18824111
1239,1994,5221,8891,0,3,5,84,79,1,0.1697514
1240,1994,10233,8891,0,-5,-14,77,91,0,0.107589275
1241,1994,4984,8959,0,13,18,78,60,1,0.13839622
1242,1994,419,9176,0,11,19,103,84,1,0.16250974
1243,1994,6707,9176,0,8,-2,80,82,0,0.17377734
1244,1994,9411,9176,0,7,-10,102,112,0,0.19037494
1245,1994,2349,9244,0,13,12,82,70,1,0.17563656
1246,1994,3023,9278,0,-3,5,51,46,1,0.13599083
1247,1994,7210,9377,0,15,31,98,67,1,0.17853135
1248,1994,9176,9411,0,-7,10,112,102,1,0.118111745
1249,1994,4882,9445,0,5,22,81,59,1,0.15516625
1250,1994,297,10063,0,5,13,71,58,1,0.19702244
1251,1994,6089,10063,0,-3,-3,54,57,0,0.16081604
1252,1994,8891,10233,0,5,14,91,77,1,0.17500086
1253,1994,1618,10341,0,-7,-10,58,68,0,0.15187867
1254,1994,4158,10341,0,1,11,69,58,1,0.17371584
1255,1994,773,10409,0,-1,3,67,64,1,0.13075949
1256,1994,1148,10511,0,7,-4,57,61,0,0.16416267
1257,1994,8671,10511,0,8,5,64,59,1,0.12483582
1258,1994,1457,10673,0,1,-8,72,80,0,0.16713184
1259,1994,5391,10673,0,8,13,109,96,1,0.14835359
1260,1995,6708,83,0,1,14,66,52,1,0.13943857
1261,1995,6908,83,0,-7,-6,85,91,0,0.15477283
1262,1995,5188,298,0,-7,9,71,62,1,0.16130474
1263,1995,598,332,0,-7,-15,66,81,0,0.12901555
1264,1995,4274,332,0,4,24,97,73,1,0.20233187
1265,1995,4815,332,0,-8,-10,54,64,0,0.19109014
1266,1995,5087,420,0,-4,-5,91,96,0,0.17960268
1267,1995,6291,420,0,0,-7,68,75,0,0.1901289
1268,1995,8672,420,0,-5,-2,94,96,0,0.10316573
1269,1995,9245,420,0,-13,-1,78,79,0,0.12823153
1270,1995,9412,420,0,1,11,89,78,1,0.19789007
1271,1995,10064,420,0,-2,-7,61,68,0,0.18391761
1272,1995,332,598,0,7,15,81,66,1,0.1371106
1273,1995,9143,1057,0,-1,6,76,70,1,0.13458198
1274,1995,8585,1356,0,-3,2,70,68,1,0.12303552
1275,1995,1789,1390,0,13,29,100,71,1,0.13214464
1276,1995,1789,1458,0,5,5,96,91,1,0.14103875
1277,1995,8756,1458,0,-3,-6,71,77,0,0.17767493
1278,1995,4159,1653,0,15,14,82,68,1,0.12656958
1279,1995,1390,1789,0,-13,-29,71,100,0,0.15634432
1280,1995,1458,1789,0,-5,-5,91,96,0,0.1346222
1281,1995,4951,1789,0,-1,-10,89,99,0,0.17099687
1282,1995,9412,1789,0,1,6,102,96,1,0.2016726
1283,1995,6708,2316,0,9,24,73,49,1,0.12076167
1284,1995,3964,2789,0,3,3,64,61,1,0.119672805
1285,1995,9412,2854,0,15,36,92,56,1,0.20204782
1286,1995,6291,3142,0,4,10,74,64,1,0.17870727
1287,1995,10444,3142,0,-8,-2,51,53,0,0.12312018
1288,1995,10796,3142,0,-5,-5,63,68,0,0.15569505
1289,1995,4951,3278,0,11,24,87,63,1,0.15701781
1290,1995,9177,3755,0,5,6,68,62,1,0.1659323
1291,1995,5392,3828,0,1,5,65,60,1,0.1571
1292,1995,2789,3964,0,-3,-3,61,64,0,0.13249233
1293,1995,6291,3964,0,5,22,73,51,1,0.20485067
1294,1995,1653,4159,0,-15,-14,68,82,0,0.13368869
1295,1995,10064,4159,0,-3,9,67,58,1,0.19500579
1296,1995,10234,4159,0,-7,-5,70,75,0,0.19548103
1297,1995,332,4274,0,-4,-24,73,97,0,0.10709133
1298,1995,5691,4274,0,-15,-46,67,113,0,0.1003558
1299,1995,6291,4274,0,-1,13,74,61,1,0.16930535
1300,1995,9143,4274,0,-8,-22,60,82,0,0.12511553
1301,1995,9775,4490,0,9,12,76,64,1,0.14043388
1302,1995,5087,4606,0,5,21,77,56,1,0.18675329
1303,1995,332,4815,0,8,10,64,54,1,0.11169423
1304,1995,6674,4815,0,9,-10,67,77,0,0.14684728
1305,1995,1789,4951,0,1,10,99,89,1,0.12614518
1306,1995,3278,4951,0,-11,-24,63,87,0,0.16028635
1307,1995,8892,4951,0,-8,-14,68,82,0,0.15055196
1308,1995,6708,4985,0,-2,14,68,54,1,0.116675034
1309,1995,8551,4985,0,-13,-17,51,68,0,0.12138181
1310,1995,8585,4985,0,-8,-22,53,75,0,0.12435573
1311,1995,9177,4985,0,-4,-25,51,76,0,0.14749143
1312,1995,420,5087,0,4,5,96,91,1,0.13031086
1313,1995,4606,5087,0,-5,-21,56,77,0,0.112846896
1314,1995,7211,5087,0,3,-2,73,75,0,0.1502193
1315,1995,298,5188,0,7,-9,62,71,0,0.1574694
1316,1995,10064,5188,0,8,6,60,54,1,0.17312914
1317,1995,10234,5222,0,1,6,82,76,1,0.17852211
1318,1995,10444,5256,0,-11,7,79,72,1,0.14118566
1319,1995,8483,5290,0,-1,3,64,61,1,0.16559495
1320,1995,7838,5358,0,-7,-8,67,75,0,0.10992844
1321,1995,9412,5358,0,4,19,86,67,1,0.1813252
1322,1995,9775,5358,0,1,-14,64,78,0,0.122452185
1323,1995,3828,5392,0,-1,-5,60,65,0,0.1093494
1324,1995,9412,5392,0,7,1,75,74,1,0.1988621
1325,1995,4274,5691,0,15,46,113,67,1,0.20508972
1326,1995,6291,5759,0,13,10,80,70,1,0.19260743
1327,1995,10342,5894,0,15,32,79,47,1,0.1838364
1328,1995,10064,6224,0,9,24,96,72,1,0.1797817
1329,1995,420,6291,0,0,7,75,68,1,0.12600093
1330,1995,3142,6291,0,-4,-10,64,74,0,0.15389603
1331,1995,3964,6291,0,-5,-22,51,73,0,0.09004577
1332,1995,4274,6291,0,1,-13,61,74,0,0.17685841
1333,1995,5759,6291,0,-13,-10,70,80,0,0.11994755
1334,1995,4815,6674,0,-9,10,77,67,1,0.17669678
1335,1995,83,6708,0,-1,-14,52,66,0,0.123592354
1336,1995,2316,6708,0,-9,-24,49,73,0,0.1692071
1337,1995,4985,6708,0,2,-14,54,68,0,0.17918792
1338,1995,9412,6708,0,3,13,74,61,1,0.20468134
1339,1995,10342,6708,0,3,-5,66,71,0,0.17586379
1340,1995,9177,6742,0,8,12,64,52,1,0.16739489
1341,1995,10030,6742,0,11,-8,81,89,0,0.15943606
1342,1995,8892,6806,0,-5,17,90,73,1,0.14942926
1343,1995,83,6908,0,7,6,91,85,1,0.11731376
1344,1995,5087,7211,0,-3,2,75,73,1,0.17145121
1345,1995,10512,7211,0,-11,-1,48,49,0,0.11619834
1346,1995,8672,7550,0,3,4,96,92,1,0.108248636
1347,1995,5358,7838,0,7,8,75,67,1,0.19251296
1348,1995,5290,8483,0,1,-3,61,64,0,0.12545153
1349,1995,10342,8483,0,8,5,64,59,1,0.16262253
1350,1995,4985,8551,0,13,17,68,51,1,0.17726074
1351,1995,1356,8585,0,3,-2,68,70,0,0.17926744
1352,1995,4985,8585,0,8,22,75,53,1,0.17604308
1353,1995,420,8672,0,5,2,96,94,1,0.16160789
1354,1995,7550,8672,0,-3,-4,92,96,0,0.14919385
1355,1995,1458,8756,0,3,6,77,71,1,0.11962156
1356,1995,4951,8892,0,8,14,82,68,1,0.16100356
1357,1995,6806,8892,0,5,-17,73,90,0,0.1637455
1358,1995,1057,9143,0,1,-6,70,76,0,0.17183189
1359,1995,4274,9143,0,8,22,82,60,1,0.19495188
1360,1995,3755,9177,0,-5,-6,62,68,0,0.12153189
1361,1995,4985,9177,0,4,25,76,51,1,0.16657019
1362,1995,6742,9177,0,-8,-12,52,64,0,0.117959775
1363,1995,420,9245,0,13,1,79,78,1,0.15134473
1364,1995,420,9412,0,-1,-11,78,89,0,0.12282311
1365,1995,1789,9412,0,-1,-6,96,102,0,0.11358504
1366,1995,2854,9412,0,-15,-36,56,92,0,0.11266864
1367,1995,5358,9412,0,-4,-19,67,86,0,0.16327965
1368,1995,5392,9412,0,-7,-1,74,75,0,0.12044914
1369,1995,6708,9412,0,-3,-13,61,74,0,0.10623679
1370,1995,4490,9775,0,-9,-12,64,76,0,0.14346829
1371,1995,5358,9775,0,-1,14,78,64,1,0.18738514
1372,1995,6742,10030,0,-11,8,89,81,1,0.12121851
1373,1995,420,10064,0,2,7,68,61,1,0.12854412
1374,1995,4159,10064,0,3,-9,58,67,0,0.10146337
1375,1995,5188,10064,0,-8,-6,54,60,0,0.15489288
1376,1995,6224,10064,0,-9,-24,72,96,0,0.13864526
1377,1995,4159,10234,0,7,5,75,70,1,0.10126878
1378,1995,5222,10234,0,-1,-6,76,82,0,0.14268768
1379,1995,5894,10342,0,-15,-32,47,79,0,0.09856454
1380,1995,6708,10342,0,-3,5,71,66,1,0.1180361
1381,1995,8483,10342,0,-8,-5,59,64,0,0.15037534
1382,1995,3142,10444,0,8,2,53,51,1,0.1766561
1383,1995,5256,10444,0,11,-7,72,79,0,0.13253465
1384,1995,7211,10512,0,11,1,49,48,1,0.17284252
1385,1995,3142,10796,0,5,5,68,63,1,0.16331837
1386,1996,3931,299,0,-3,-14,73,87,0,0.14437762
1387,1996,4160,299,0,1,3,83,80,1,0.16611329
1388,1996,9929,299,0,-11,-39,51,90,0,0.15800965
1389,1996,4884,421,0,8,-9,56,65,0,0.17500246
1390,1996,4986,421,0,11,16,79,63,1,0.17590183
1391,1996,6943,421,0,7,-6,80,86,0,0.18434587
1392,1996,3245,565,0,11,11,90,79,1,0.14872469
1393,1996,3245,775,0,8,14,103,89,1,0.12776476
1394,1996,3829,775,0,5,-13,51,64,0,0.14168492
1395,1996,8586,877,0,-1,8,66,58,1,0.14333433
1396,1996,3965,1150,0,7,10,74,64,1,0.123397164
1397,1996,9776,1218,0,9,29,72,43,1,0.17215446
1398,1996,3245,1459,0,-1,-17,70,87,0,0.13588664
1399,1996,5359,1459,0,-3,10,73,63,1,0.15631744
1400,1996,8757,1459,0,-5,-13,65,78,0,0.16133149
1401,1996,9572,1459,0,-13,-5,61,66,0,0.1552609
1402,1996,3177,1527,0,1,7,81,74,1,0.13262013
1403,1996,1790,1654,0,15,9,68,59,1,0.21306166
1404,1996,1654,1790,0,-15,-9,59,68,0,0.09464313
1405,1996,2487,1790,0,-8,-14,81,95,0,0.16551106
1406,1996,5359,1790,0,-4,5,60,55,1,0.13545851
1407,1996,5088,2317,0,7,-12,63,75,0,0.13303308
1408,1996,8673,2317,0,8,11,69,58,1,0.13265346
1409,1996,2487,2351,0,-1,15,75,60,1,0.19758132
1410,1996,1790,2487,0,8,14,95,81,1,0.18404487
1411,1996,2351,2487,0,1,-15,60,75,0,0.1057194
1412,1996,3931,3025,0,5,2,81,79,1,0.12752128
1413,1996,4986,3143,0,1,24,86,62,1,0.15488985
1414,1996,5662,3143,0,-13,-37,56,93,0,0.11150659
1415,1996,6091,3143,0,-5,-11,62,73,0,0.12347248
1416,1996,8995,3143,0,-1,-8,90,98,0,0.17723331
1417,1996,1527,3177,0,-1,-7,74,81,0,0.12679258
1418,1996,7212,3177,0,7,-7,69,76,0,0.17511506
1419,1996,8673,3177,0,4,2,83,81,1,0.13476044
1420,1996,565,3245,0,-11,-11,79,90,0,0.12241679
1421,1996,775,3245,0,-8,-14,89,103,0,0.17360741
1422,1996,1459,3245,0,1,17,87,70,1,0.15377125
1423,1996,775,3829,0,-5,13,64,51,1,0.16790782
1424,1996,299,3931,0,3,14,87,73,1,0.13097681
1425,1996,3025,3931,0,-5,-2,79,81,0,0.1721452
1426,1996,1150,3965,0,-7,-10,64,74,0,0.13468574
1427,1996,9776,3965,0,1,6,73,67,1,0.18450381
1428,1996,299,4160,0,-1,-3,80,83,0,0.12207717
1429,1996,7504,4160,0,-13,-38,54,92,0,0.11609
1430,1996,7839,4160,0,-8,-25,51,76,0,0.13416526
1431,1996,8673,4160,0,-2,3,60,57,1,0.11923431
1432,1996,6091,4194,0,3,21,69,48,1,0.13526125
1433,1996,4986,4275,0,0,-7,74,81,0,0.16600153
1434,1996,7771,4275,0,-15,-38,72,110,0,0.087831505
1435,1996,8673,4275,0,-3,-9,67,76,0,0.12160643
1436,1996,9776,4275,0,-3,-31,70,101,0,0.16840266
1437,1996,10099,4275,0,-8,-24,60,84,0,0.14833723
1438,1996,10343,4275,0,-1,-20,63,83,0,0.16902214
1439,1996,9178,4607,0,-5,-2,80,82,0,0.16605157
1440,1996,10031,4607,0,3,-4,64,68,0,0.13791838
1441,1996,10343,4607,0,4,1,60,59,1,0.16609955
1442,1996,421,4884,0,-8,9,65,56,1,0.119494975
1443,1996,5490,4884,0,-9,-24,44,68,0,0.14103673
1444,1996,7839,4952,0,-3,12,91,79,1,0.12927933
1445,1996,421,4986,0,-11,-16,63,79,0,0.11912673
1446,1996,3143,4986,0,-1,-24,62,86,0,0.17044446
1447,1996,4275,4986,0,0,7,81,74,1,0.14330631
1448,1996,8586,4986,0,-8,-5,74,79,0,0.13969135
1449,1996,9379,4986,0,-15,-22,70,92,0,0.086240366
1450,1996,2317,5088,0,-7,12,75,63,1,0.13434814
1451,1996,8893,5223,0,-3,4,80,76,1,0.17591345
1452,1996,1459,5359,0,3,-10,63,73,0,0.14540589
1453,1996,1790,5359,0,4,-5,55,60,0,0.19634984
1454,1996,7144,5359,0,-8,-22,41,63,0,0.124745734
1455,1996,8673,5359,0,1,8,77,69,1,0.1193543
1456,1996,9895,5359,0,-7,-7,51,58,0,0.123399474
1457,1996,4884,5490,0,9,24,68,44,1,0.16618222
1458,1996,8673,5558,0,9,33,88,55,1,0.12243907
1459,1996,3143,5662,0,13,37,93,56,1,0.18820769
1460,1996,8995,5821,0,11,1,74,73,1,0.18169288
1461,1996,3143,6091,0,5,11,73,62,1,0.18330827
1462,1996,4194,6091,0,-3,-21,48,69,0,0.15451644
1463,1996,6292,6159,0,5,21,83,62,1,0.16456538
1464,1996,6159,6292,0,-5,-21,62,83,0,0.14586668
1465,1996,8995,6292,0,3,19,92,73,1,0.18194273
1466,1996,8757,6675,0,3,18,61,43,1,0.17899513
1467,1996,421,6943,0,-7,6,86,80,1,0.115669325
1468,1996,10031,7045,0,11,34,92,58,1,0.14754392
1469,1996,5359,7144,0,8,22,63,41,1,0.16477671
1470,1996,9413,7144,0,9,-2,41,43,0,0.1227612
1471,1996,3177,7212,0,-7,7,76,69,1,0.11283454
1472,1996,10167,7212,0,-15,-2,71,73,0,0.09504593
1473,1996,4160,7504,0,13,38,92,54,1,0.16856472
1474,1996,4275,7771,0,15,38,110,72,1,0.17531294
1475,1996,4160,7839,0,8,25,76,51,1,0.16116384
1476,1996,4952,7839,0,3,-12,79,91,0,0.17309676
1477,1996,877,8586,0,1,-8,58,66,0,0.15858437
1478,1996,4986,8586,0,8,5,79,74,1,0.16748166
1479,1996,2317,8673,0,-8,-11,58,69,0,0.13450357
1480,1996,3177,8673,0,-4,-2,81,83,0,0.1293577
1481,1996,4160,8673,0,2,-3,57,60,0,0.16727729
1482,1996,4275,8673,0,3,9,76,67,1,0.16148382
1483,1996,5359,8673,0,-1,-8,69,77,0,0.16698423
1484,1996,5558,8673,0,-9,-33,55,88,0,0.15945028
1485,1996,1459,8757,0,5,13,78,65,1,0.1433529
1486,1996,6675,8757,0,-3,-18,43,61,0,0.10021281
1487,1996,5223,8893,0,3,-4,76,80,0,0.10932949
1488,1996,10343,8893,0,8,3,65,62,1,0.1643967
1489,1996,3143,8995,0,1,8,98,90,1,0.16129597
1490,1996,5821,8995,0,-11,-1,73,74,0,0.15040427
1491,1996,6292,8995,0,-3,-19,73,92,0,0.14979409
1492,1996,4607,9178,0,5,2,82,80,1,0.14922704
1493,1996,4986,9379,0,15,22,92,70,1,0.18936712
1494,1996,7144,9413,0,-9,2,43,41,1,0.14194894
1495,1996,10343,9481,0,13,12,62,50,1,0.17182754
1496,1996,1459,9572,0,13,5,66,61,1,0.14583848
1497,1996,1218,9776,0,-9,-29,43,72,0,0.13316013
1498,1996,3965,9776,0,-1,-6,67,73,0,0.10299921
1499,1996,4275,9776,0,3,31,101,70,1,0.14232318
1500,1996,5359,9895,0,7,7,58,51,1,0.16532795
1501,1996,299,9929,0,11,39,90,51,1,0.1253952
1502,1996,4607,10031,0,-3,4,68,64,1,0.16074613
1503,1996,7045,10031,0,-11,-34,58,92,0,0.13723762
1504,1996,4275,10099,0,8,24,84,60,1,0.15053894
1505,1996,10513,10099,0,1,-13,48,61,0,0.17625587
1506,1996,7212,10167,0,15,2,73,71,1,0.18239859
1507,1996,4275,10343,0,1,20,83,63,1,0.14206953
1508,1996,4607,10343,0,-4,-1,59,60,0,0.14920738
1509,1996,8893,10343,0,-8,-3,62,65,0,0.15336625
1510,1996,9481,10343,0,-13,-12,50,62,0,0.13521788
1511,1996,10099,10513,0,-1,13,61,48,1,0.13780746
1512,1997,1621,300,0,-8,-4,69,73,0,0.17147207
1513,1997,4161,300,0,3,-3,82,85,0,0.18663394
1514,1997,4276,300,0,3,-5,79,84,0,0.13371168
1515,1997,6293,300,0,3,-8,58,66,0,0.17378703
1516,1997,7179,300,0,-6,-4,92,96,0,0.11233752
1517,1997,8105,300,0,-9,-8,57,65,0,0.17360829
1518,1997,8451,776,0,1,4,81,77,1,0.113882184
1519,1997,9930,776,0,-7,-7,66,73,0,0.11347471
1520,1997,9179,810,0,7,29,81,52,1,0.18424949
1521,1997,1460,1025,0,11,17,86,69,1,0.16713569
1522,1997,6293,1151,0,4,6,63,57,1,0.16862242
1523,1997,7145,1151,0,-7,-3,52,55,0,0.17492722
1524,1997,10032,1151,0,1,-7,68,75,0,0.13853471
1525,1997,9414,1324,0,13,34,109,75,1,0.18518022
1526,1997,3144,1358,0,-3,-12,67,79,0,0.107151754
1527,1997,9777,1358,0,5,19,77,58,1,0.11677586
1528,1997,3178,1392,0,11,-3,70,73,0,0.15189864
1529,1997,3757,1392,0,8,-12,63,75,0,0.13072827
1530,1997,7179,1392,0,4,6,71,65,1,0.13375829
1531,1997,1025,1460,0,-11,-17,69,86,0,0.15283261
1532,1997,3966,1460,0,-3,1,67,66,1,0.14614862
1533,1997,5190,1528,0,-9,-12,56,68,0,0.13604072
1534,1997,5292,1528,0,3,6,90,84,1,0.13360162
1535,1997,9179,1528,0,-1,-6,59,65,0,0.16441506
1536,1997,300,1621,0,8,4,73,69,1,0.1508647
1537,1997,4953,1621,0,7,-9,66,75,0,0.109947175
1538,1997,3830,1689,0,1,-18,62,80,0,0.12492494
1539,1997,6293,1689,0,8,17,73,56,1,0.19076073
1540,1997,8139,1824,0,13,-13,65,78,0,0.17848389
1541,1997,8894,1824,0,5,1,82,81,1,0.12457871
1542,1997,5761,2352,0,-13,-3,68,71,0,0.11727753
1543,1997,7179,2352,0,-8,11,98,87,1,0.12663874
1544,1997,6293,2721,0,15,8,82,74,1,0.19436108
1545,1997,1358,3144,0,3,12,79,67,1,0.19402057
